name, department, school, tags, rating, take_again, difficulty
David A. Smith,Sociology,UC Irvine,"{'GRADED BY FEW THINGS': 1, 'Get ready to read': 5, 'Graded by few things': 1, 'Hilarious': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 3, 'Participation matters': 4, 'Respected': 1, ""Skip class? You won't pass."": 3, 'Tough Grader': 1, 'Tough grader': 4}",3.6,60,3.1
Marigee Bacolod,Economics,UC Irvine,{},2.9,N/,3.5
Cheryl Lee Maxson,Criminal Justice,UC Irvine,"{'Beware of pop quizzes': 1, 'Get ready to read': 1, ""Skip class? You won't pass."": 1}",3.3,0,3
Jodi Anne Quas,Psychology,UC Irvine,"{'Amazing lectures': 3, 'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 3, 'GRADED BY FEW THINGS': 2, 'Get ready to read': 7, 'Gives good feedback': 1, 'Hilarious': 3, 'LECTURE HEAVY': 2, 'LOTS OF HOMEWORK': 1, 'Participation matters': 4, 'Respected': 2, ""Skip class? You won't pass."": 1, 'TEST HEAVY': 1, 'Tests are tough': 1, 'Would take again': 3}",4.1,100,3.2
William H. Batchelder,Psychology,UC Irvine,"{'EXTRA CREDIT': 1, 'Get ready to read': 1, ""Skip class? You won't pass."": 1}",3.5,0,2.6
Lawrence F. Cahill,Biology,UC Irvine,"{'Amazing lectures': 1, 'Inspirational': 1, 'Lecture heavy': 5, 'Participation matters': 3, ""Skip class? You won't pass."": 4, 'Test heavy': 1, 'Tests are tough': 1, 'Tough grader': 4}",3.7,20,4
John C. Hemminger,Chemistry,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 2, 'Accessible outside class': 1, 'Caring': 1, 'Clear grading criteria': 1, 'GRADED BY FEW THINGS': 3, 'Get ready to read': 3, 'Graded by few things': 1, 'LOTS OF HOMEWORK': 2, 'Lots of homework': 1, ""Skip class? You won't pass."": 1, 'TEST HEAVY': 2, 'Test heavy': 1, 'Tough Grader': 1}",3.8,15,2.8
Mark Finkelstein,Mathematics,UC Irvine,"{'Gives good feedback': 1, 'Respected': 1, 'Would take again': 1}",4.3,N/,3.1
Nasrollah Ahadiat,Economics,UC Irvine,{},2.3,N/,3.2
Peter J. Bryant,Biology,UC Irvine,{},3.5,N/,2.3
Tihomir Petrov,Mathematics,UC Irvine,{},4.3,N/,3.1
Nuccia Malinverni,Humanities,UC Irvine,{},3.9,N/,3.5
Brian Rajski,Writing,UC Irvine,"{'Clear grading criteria': 2, 'Get ready to read': 2, 'Gives good feedback': 2, 'Respected': 1}",4.5,100,2.3
James Chiampi,Humanities,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Gives good feedback': 1, 'Hilarious': 1, 'Inspirational': 2, 'Participation matters': 1, 'Respected': 2}",4.5,100,2.8
Jessica Liu,Languages,UC Irvine,{},4.5,N/,2.2
K Tate,Political Science,UC Irvine,{},2.6,N/,2.6
Tim Champagne,Chemistry,UC Irvine,{},5,N/,1
Mark Bachman,Engineering,UC Irvine,"{'Amazing lectures ': 1, 'Hilarious': 1, 'Inspirational': 2}",4.2,100,2.4
Felicidad Lim,Film,UC Irvine,"{'Amazing lectures': 2, 'Clear grading criteria': 1, 'Gives good feedback': 2, 'Hilarious': 3, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Participation matters': 1, 'Respected': 1, ""Skip class? You won't pass."": 2, 'TEST HEAVY': 1, 'Tough Grader': 1, 'Tough grader': 2}",3.9,67,2.8
Masayoshi Kaneda,Mathematics,UC Irvine,{},2.7,N/,2
Kyle Stanford,Philosophy,UC Irvine,"{'Get ready to read': 4, 'Hilarious': 2, 'LECTURE HEAVY': 1, 'Lecture heavy': 2, 'Participation matters': 2, ""Skip class? You won't pass."": 3}",3.3,34,3.3
Jeff Barrett,Logic & Philosophy,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Get ready to read': 2, 'Gives good feedback': 1, 'Inspirational': 1, 'Respected': 2, ""Skip class? You won't pass."": 3}",4.3,100,3
Julieta Falce-Robinson,Languages,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 1, 'Gives good feedback': 2, 'Participation matters': 2}",4.6,100,3.2
Kathleen L. Dallaire,Sociology,UC Irvine,{},3.5,N/,1.7
Jonathan M. Hall,Comparative Literature,UC Irvine,{},4.6,N/,2.4
Liz Cane,Film,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Caring': 2, 'Gives good feedback': 3, 'Group projects': 2, ""Skip class? You won't pass."": 2}",3.3,50,1.6
Lauren Steimer,Film,UC Irvine,"{'Amazing lectures ': 1, 'Get ready to read': 1, 'Group projects': 1, ""Skip class? You won't pass."": 1, 'Tough grader': 1}",4.4,N/,3
Carrie Brachmann,Biology,UC Irvine,{},3.1,N/,3.4
T Poulos,Biology,UC Irvine,"{'Get ready to read': 4, 'LECTURE HEAVY': 1, 'Lecture heavy': 2, 'Respected': 1, ""Skip class? You won't pass."": 5, 'Test heavy': 3, 'Tough grader': 1}",3.2,23,3.1
Bobbie J. Allen,Writing,UC Irvine,"{'Accessible outside class': 1, 'Get ready to read': 2, 'Gives good feedback': 5, 'Inspirational': 2, 'LOTS OF HOMEWORK': 3, 'Lots of homework': 2, 'Participation matters': 1, 'Respected': 4, 'SO MANY PAPERS': 3, ""Skip class? You won't pass."": 1, 'Tough Grader': 3, 'Tough grader': 1}",4.2,50,3.8
Bill Heidbrink,Physics,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 1, 'LECTURE HEAVY': 5, 'Lecture heavy': 1, 'Participation matters': 3, 'Respected': 2, ""Skip class? You won't pass."": 4, 'Tough Grader': 3, 'Tough grader': 1}",3.6,88,3.2
Ingrid Wilkerson,History,UC Irvine,{},4.8,N/,3.2
M.G Cumsky,Biology,UC Irvine,{},2.8,N/,4
Karen K. Kim,Women's Studies,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Get ready to read': 2, 'Lecture heavy': 1, 'Participation matters': 1, ""Skip class? You won't pass."": 1, 'Tough grader': 1}",4.5,100,3.1
Shahriar Abachi,Physics,UC Irvine,{},2.8,N/,3
Mara Lonner,Fine Arts,UC Irvine,"{'Amazing lectures ': 1, 'Inspirational': 1, 'Would take again': 1}",4.4,N/,3.3
Catherine Corrigall-Brown,Sociology,UC Irvine,"{'Amazing lectures ': 1, 'Beware of pop quizzes': 1, 'Would take again': 1}",4.8,N/,2.7
Ulrike Strasser,History,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Caring': 2, 'Inspirational': 2, ""Skip class? You won't pass."": 2, 'Tough Grader': 1, 'Tough grader': 1}",4.5,100,2.6
Steven Franklin,Computer Science,UC Irvine,"{'Clear grading criteria': 2, 'Inspirational': 2, 'Tough Grader': 1, 'Tough grader': 1}",2.5,100,4.3
Vanessa Griffith Osborne,English,UC Irvine,{'Tough grader': 1},3.1,N/,3.3
Carter Butts,Social Science,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Clear grading criteria': 2, 'EXTRA CREDIT': 2}",3.4,100,2.5
Carter Butts,Social Science,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Clear grading criteria': 2, 'EXTRA CREDIT': 2}",3.4,100,2.5
James W. Hicks,Biology,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 2, 'Caring': 1, 'EXTRA CREDIT': 3, 'GRADED BY FEW THINGS': 1, 'Graded by few things': 3, 'LECTURE HEAVY': 1, 'Lecture heavy': 2, 'TEST HEAVY': 1, 'Test heavy': 2}",4,100,3.3
Brian Thill,Humanities,UC Irvine,{},4.1,N/,3.5
Susan Elaine Davis,Writing,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 1, 'Gives good feedback': 2, 'Respected': 2}",3.3,100,3.1
Kenneth S. Chew,Social Science,UC Irvine,"{'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 1, 'EXTRA CREDIT': 2, 'Get ready to read': 2, 'Hilarious': 1, 'SO MANY PAPERS': 1, ""Skip class? You won't pass."": 3, 'Tough Grader': 1, 'Tough grader': 1}",3.4,34,2.7
Thomas A. Parham,Psychology,UC Irvine,{},4.7,N/,2.5
Leo Chavez,Anthropology,UC Irvine,"{'Get ready to read': 1, 'Hilarious': 1, 'Inspirational': 1, 'Lecture heavy': 1, 'Respected': 1, 'Tough grader': 2, 'Would take again': 1}",3.4,0,2.3
Kent E. Johnson,Economics,UC Irvine,"{'Amazing lectures': 1, 'EXTRA CREDIT': 6, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 1, 'Gives good feedback': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 1, 'Lots of homework': 1, 'Tough Grader': 2, 'Tough grader': 1, 'Would take again': 1}",2.2,40,3.4
Hamid Jafarkhani,Engineering,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 1, 'Amazing lectures ': 2, 'Clear grading criteria': 2, 'LECTURE HEAVY': 2, 'Lecture heavy': 1, 'TEST HEAVY': 2, 'Test heavy': 2}",3.3,80,3.3
Donald F. Senear,Biology,UC Irvine,"{'Get ready to read': 3, 'Graded by few things': 2, 'LECTURE HEAVY': 2, 'Lecture heavy': 1, 'Participation matters': 1, ""Skip class? You won't pass."": 2, 'TEST HEAVY': 1, 'Test heavy': 3, 'Tough Grader': 2, 'Tough grader': 1}",2.5,0,4
Salvatore R. Maddi,Psychology,UC Irvine,"{'Clear grading criteria': 1, 'Inspirational': 1, 'Lots of homework': 1, 'Would take again': 1}",3.7,N/,1.9
Timothy M. Tift,Education,UC Irvine,{},4.9,N/,1.5
Nanette L. Fornabai,Languages,UC Irvine,{},3,N/,3.5
Penelope R. Chiappe,Education,UC Irvine,{},3.4,N/,2.8
Chungmoo Choi,East Asian Lang. & Literature,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 2, 'Clear grading criteria': 1, 'EXTRA CREDIT': 3, 'Get ready to read': 4, 'Gives good feedback': 3, 'Inspirational': 1, 'LOTS OF HOMEWORK': 1, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Tough Grader': 2, 'Tough grader': 1}",2.7,72,3.4
Samuel Mendez,Economics,UC Irvine,{},2.3,N/,2.3
Zachary Braun,English,UC Irvine,{},4.1,N/,2.4
Jonathan Brook Haley,Humanities,UC Irvine,{},4.5,N/,3.2
Francois William Primeau,Science,UC Irvine,{},3.2,N/,2.7
Susan Greenhalgh,Anthropology,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Inspirational': 2, 'Respected': 2}",4.5,100,1.8
Dennis R. Castellano,Theater,UC Irvine,"{'Gives good feedback': 1, 'Inspirational': 1, 'Respected': 1}",4.6,N/,2.8
Katrina Marie Harack,Writing,UC Irvine,{},3.7,N/,3.1
Nalini Venkatasubramanian,Computer Science,UC Irvine,"{'Amazing lectures': 4, 'Amazing lectures ': 1, 'Caring': 5, 'Clear grading criteria': 4, 'EXTRA CREDIT': 1, 'GRADED BY FEW THINGS': 2, 'Get ready to read': 4, 'Gives good feedback': 1, 'Hilarious': 1, 'Lecture heavy': 4, 'Lots of homework': 1, ""Skip class? You won't pass."": 1, 'So many papers': 1, 'TEST HEAVY': 1, 'Test heavy': 2}",3.7,75,2.7
Rainer Doemer,Engineering,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 1, 'Caring': 1, 'Clear grading criteria': 3, 'Gives good feedback': 1, 'LECTURE HEAVY': 2, 'Lecture heavy': 1, 'Respected': 3, ""Skip class? You won't pass."": 5, 'Tough Grader': 1, 'Tough grader': 1}",3.9,100,3.5
Kristine Michelle Wright,Sociology,UC Irvine,{},4.6,N/,2
Kavita Sara Philip,Women's Studies,UC Irvine,"{'Amazing lectures ': 1, 'Clear grading criteria': 1, 'Get ready to read': 1, 'Lecture heavy': 1, 'Participation matters': 1}",3.5,N/,3.3
Franz Hoffmann,Biology,UC Irvine,{},3.9,N/,3
Chandra Alexa Garber,Writing,UC Irvine,{},2.4,N/,4.3
Paula J. Garb,Anthropology,UC Irvine,"{'EXTRA CREDIT': 1, 'Gives good feedback': 1, 'Inspirational': 1, 'Participation matters': 1, 'Tests? Not many': 1}",2.9,100,1.9
Virginia L. Trimble,Physics,UC Irvine,"{'Clear grading criteria': 1, 'EXTRA CREDIT': 1, 'GROUP PROJECTS': 1, 'Get ready to read': 1, 'Gives good feedback': 1, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 1, 'Lots of homework': 2, ""Skip class? You won't pass."": 1, 'Tests? Not many': 1, 'Tough Grader': 1, 'Tough grader': 1}",2.5,0,2.9
Lahela Chiara Minerbi,Languages,UC Irvine,{},3.7,N/,2.7
Grant MacGregor,Biology,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures': 2, 'Amazing lectures ': 2, 'Caring': 3, 'Graded by few things': 1, 'Hilarious': 1, 'Inspirational': 4, 'Lecture heavy': 4, 'Lots of homework': 1, 'Respected': 2, ""Skip class? You won't pass."": 4, 'Test heavy': 3}",4.6,75,3.3
Herbert J. Hopster,Physics,UC Irvine,"{'Caring': 1, 'Clear grading criteria': 1, 'Tests? Not many': 1}",2.2,N/,3.9
Rose Stone Jones,Languages,UC Irvine,"{'Clear grading criteria': 1, 'EXTRA CREDIT': 1, 'Inspirational': 1, 'LOTS OF HOMEWORK': 1, 'Lots of homework': 1, 'SO MANY PAPERS': 1, 'TEST HEAVY': 1, 'Would take again': 1}",4.3,50,2.3
William Thompson,Criminal Justice,UC Irvine,"{'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'LECTURE HEAVY': 1, 'Participation matters': 4, 'Respected': 1, ""Skip class? You won't pass."": 2, 'TEST HEAVY': 2, 'Test heavy': 1, 'Tough Grader': 1, 'Tough grader': 1}",3.7,60,3.6
Erik Rangno,English,UC Irvine,{},4.2,N/,3.2
Louis Narens,Psychology,UC Irvine,"{'LECTURE HEAVY': 1, 'Lecture heavy': 1}",3,0,3
Wendy Goldberg,Psychology,UC Irvine,{'Get ready to read': 1},3.4,N/,3.4
Cynthia Claxton,Classics,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Amazing lectures': 1, 'Amazing lectures ': 1, 'Clear grading criteria': 1, 'EXTRA CREDIT': 2, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Participation matters': 2, 'SO MANY PAPERS': 1, ""Skip class? You won't pass."": 2}",4.7,80,2.8
Aaron Winter,Writing,UC Irvine,{},4.8,N/,2.9
Kim Burge,Education,UC Irvine,{},4.4,N/,1.3
Nicole Woods,Art History,UC Irvine,{},4.6,N/,2.5
Barb Heine,Psychology,UC Irvine,"{'Amazing lectures': 1, 'BEWARE OF POP QUIZZES': 1, 'Caring': 1, 'EXTRA CREDIT': 1, 'Get ready to read': 11, 'Gives good feedback': 2, 'Hilarious': 1, 'Inspirational': 1, 'LOTS OF HOMEWORK': 2, 'Lecture heavy': 2, 'Lots of homework': 3, 'Respected': 2, ""Skip class? You won't pass."": 7, 'TEST HEAVY': 1, 'Test heavy': 3, 'Tough Grader': 2, 'Tough grader': 2}",3.9,77,3.8
John Crawford,Art History,UC Irvine,"{'Clear grading criteria': 5, 'EXTRA CREDIT': 3, 'Graded by few things': 1, 'Inspirational': 1, 'Lecture heavy': 1, 'Participation matters': 6, 'Respected': 3, ""Skip class? You won't pass."": 3}",4,86,1.9
Kei Akagi,Music,UC Irvine,{},4,N/,2.7
Imram Currim,Business,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Group projects': 2, 'Inspirational': 2, 'Lecture heavy': 1, 'Lots of homework': 2, 'Respected': 2}",4.1,50,3.6
Simona Moti,Languages,UC Irvine,{},4.7,N/,2.4
Gilbert Gonzalez,History,UC Irvine,{'Tough grader': 1},3.5,N/,2.3
Lisa Grant,Environmental Science,UC Irvine,"{'Clear grading criteria': 2, 'Get ready to read': 2}",3.3,50,2.8
Jennifer Lee,Sociology,UC Irvine,{},3.8,N/,2.7
Andrea Silvestri,Physics,UC Irvine,{},3.4,N/,2.8
Edward Schumann,Criminal Justice,UC Irvine,{},3.9,N/,2
Nick Sinigaglia,Philosophy,UC Irvine,{},4.9,N/,2.2
Ramon Veloso,Humanities,UC Irvine,"{'Lecture heavy': 1, 'Tough grader': 1}",2.7,N/,3.8
Suzanne Sim,Computer Science,UC Irvine,{},1.9,N/,3.5
Matt Sumell,English,UC Irvine,{},4.8,N/,2.4
Gregory Hickok,Social Science,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 2, 'Amazing lectures ': 2, 'Caring': 1, 'EXTRA CREDIT': 4, 'GRADED BY FEW THINGS': 1, 'Gives good feedback': 1, 'Graded by few things': 1, 'Inspirational': 1, 'Lecture heavy': 4, 'Respected': 3, ""Skip class? You won't pass."": 4}",4,72,3.3
Carol Whalen,Social Science,UC Irvine,{},4,N/,3.7
Jessica Poulin,Biology,UC Irvine,{},4.5,N/,3.5
Richard Lathrop,Computer Science,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 3, 'Amazing lectures': 1, 'Beware of pop quizzes': 1, 'Caring': 6, 'Clear grading criteria': 9, 'GROUP PROJECTS': 2, 'Get ready to read': 5, 'Gives good feedback': 4, 'Graded by few things': 1, 'Inspirational': 3, 'LECTURE HEAVY': 2, 'Lecture heavy': 2, 'Respected': 3, 'SO MANY PAPERS': 1, 'TEST HEAVY': 1, 'Test heavy': 2, 'Tough Grader': 2, 'Tough grader': 1, 'Would take again': 1}",3.2,61,2.8
Anne Walthall,History,UC Irvine,{},3.1,N/,3.4
Laura Mitchell,History,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 1, 'Caring': 3, 'Clear grading criteria': 1, 'EXTRA CREDIT': 4, 'Get ready to read': 6, 'Gives good feedback': 1, 'Group projects': 1, 'Inspirational': 1, 'Lots of homework': 5, 'Participation matters': 1, ""Skip class? You won't pass."": 1}",3.8,75,3
Michael Martinez,Education,UC Irvine,{},3.2,N/,3.1
Annette Schlichter,English,UC Irvine,"{'Clear grading criteria': 2, 'EXTRA CREDIT': 2, 'Get ready to read': 2, 'Tests? Not many': 1}",2.8,0,3.4
John Lowengrub,Mathematics,UC Irvine,{},4.3,N/,3.5
Martin Schechter,Mathematics,UC Irvine,"{'Clear grading criteria': 3, 'Get ready to read': 1, 'LECTURE HEAVY': 2, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 1, 'Lots of homework': 1, 'Respected': 3, ""Skip class? You won't pass."": 1}",3.7,100,2.6
Luis Aviles,Languages,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Caring': 2, 'Respected': 2}",4.8,100,1.4
Linda Georgianna,English,UC Irvine,{},3.9,N/,3.6
Patrick Farmer,Chemistry,UC Irvine,{},2.3,N/,3.9
Judith Kimura,Languages,UC Irvine,{},4.3,N/,2.5
Kevin Appel,Fine Arts,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 1, 'EXTRA CREDIT': 2, 'Get ready to read': 2, 'Graded by few things': 1, 'LECTURE HEAVY': 1, 'Participation matters': 1, 'Respected': 1, ""Skip class? You won't pass."": 3, 'TEST HEAVY': 1, 'Would take again': 1}",3.8,80,2.5
Robin Buck,Music,UC Irvine,{},4.3,N/,3.3
Rahul Warrior,Biology,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 2, 'Amazing lectures': 5, 'Amazing lectures ': 2, 'Caring': 7, 'Clear grading criteria': 1, 'GRADED BY FEW THINGS': 2, 'Get ready to read': 9, 'Graded by few things': 1, 'Hilarious': 3, 'LECTURE HEAVY': 1, 'Lecture heavy': 6, 'Participation matters': 1, 'Respected': 5, ""Skip class? You won't pass."": 1, 'Test heavy': 6, 'Tough Grader': 1}",4.1,70,3.8
K. Kypriotakis,Mathematics,UC Irvine,{},4.4,N/,2.6
Megan Nowell,English,UC Irvine,{},3.4,N/,3.7
Sarah Cohen,Writing,UC Irvine,{},4.5,N/,2.1
J. Michael McCarthy,Engineering,UC Irvine,"{'Graded by few things': 2, 'Group projects': 2}",4.1,100,2
Tanis Thorne,History,UC Irvine,"{'Get ready to read': 1, 'Lecture heavy': 1, 'Participation matters': 1}",3.1,N/,2.7
Michael Braun,Criminal Justice,UC Irvine,"{'Caring': 1, 'Hilarious': 1, 'Would take again': 1}",2.9,N/,3.3
Said Elghobashi,Engineering,UC Irvine,{},2.7,N/,3.7
James Fujii,Ethnic Studies,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'GROUP PROJECTS': 1, 'Get ready to read': 2, 'Gives good feedback': 2, 'Group projects': 1, 'Respected': 1, ""Skip class? You won't pass."": 2}",4.3,100,3
Haris Catrakis,Engineering,UC Irvine,{},3.6,N/,2.4
Luis Suarez-Villa,Geography,UC Irvine,{},2.9,N/,2
Sanjoy Mazumdar,Architecture,UC Irvine,{},4.1,N/,2.2
James Rutledge,Physics,UC Irvine,{},3.2,N/,3.3
Ron Frostig,Biology,UC Irvine,{},3.8,N/,2.7
Svetlana Jitomirskaya,Mathematics,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Hilarious': 2, 'Inspirational': 2, 'Respected': 1, 'Tough Grader': 1, 'Tough grader': 1}",3.5,34,4.1
Tim Bradley,Biology,UC Irvine,"{'Lecture heavy': 1, 'Tests are tough': 1, 'Tough grader': 1}",4,N/,3.3
Chen Tsai,Engineering,UC Irvine,{},3.1,N/,2.6
Nicole Gage,Psychology,UC Irvine,"{'Gives good feedback': 1, 'Respected': 1, 'Would take again': 1}",4.3,N/,3.2
Kayoko Okada,Psychology,UC Irvine,{},2.9,N/,4.2
James (Jay) Famiglietti,Science,UC Irvine,"{'Inspirational': 1, ""Skip class? You won't pass."": 1, 'Would take again': 1}",4.5,N/,2.3
Linda Cohen,Economics,UC Irvine,"{'EXTRA CREDIT': 1, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'LOTS OF HOMEWORK': 1, 'Participation matters': 1, ""Skip class? You won't pass."": 2, 'TEST HEAVY': 1, 'Tough Grader': 3, 'Tough grader': 1}",1.8,0,3.4
Robert Matthew Haines,English,UC Irvine,"{'Clear grading criteria': 1, 'Gives good feedback': 1, ""Skip class? You won't pass."": 1}",3.8,N/,2.2
Masanobu Shinozuka,Engineering,UC Irvine,{},3.8,N/,2.2
Victorina Lefebvre,Languages,UC Irvine,{},4.7,N/,1.8
Anthony McGann,Political Science,UC Irvine,{},3,N/,3.1
Darryl Taylor,Music,UC Irvine,"{'Accessible outside class': 1, 'Caring': 1, 'Gives good feedback': 2, 'Inspirational': 1, 'Lots of homework': 1, 'Participation matters': 2, 'Tough grader': 2, 'Would take again': 1}",4,100,3.4
Gail Hart,Humanities,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'Clear grading criteria': 2, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 1, 'Inspirational': 2, 'Respected': 1, 'Would take again': 1}",3.7,67,2.4
Ann Van Sant,English,UC Irvine,{},2.8,N/,3.2
Rodrigo Lazo,English,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Amazing lectures': 2, 'Amazing lectures ': 1, 'Hilarious': 3, 'Participation matters': 1, 'Respected': 4, 'Tough Grader': 1, 'Tough grader': 1, 'Would take again': 2}",4.2,100,2.5
Alice Silverberg,Mathematics,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Lecture heavy': 2, 'Tests are tough': 1, 'Tough grader': 2}",3.7,100,3.6
Raul Fernandez,Ethnic Studies,UC Irvine,{},4.2,N/,1.2
Karina Cramer,Biology,UC Irvine,"{'Accessible outside class': 1, 'Caring': 3, 'Clear grading criteria': 2, 'GRADED BY FEW THINGS': 1, 'Graded by few things': 2, 'LECTURE HEAVY': 1, 'Lecture heavy': 2, 'Test heavy': 1, 'Tough grader': 2}",3.4,67,3
Keyue Smedley,Engineering,UC Irvine,"{'Caring': 2, 'Get ready to read': 2, 'Inspirational': 2}",2.9,100,3.4
Gil Conchas,Education,UC Irvine,{},3.1,50,1.9
Cliff Faulkner,Theater,UC Irvine,"{'Gives good feedback': 1, 'Participation matters': 1, 'Would take again': 1}",4.3,N/,2.7
Jason Keller,Art History,UC Irvine,{},3.9,N/,3.1
Ann Sakai,Biology,UC Irvine,{},2.5,0,3.8
Lincoln Tobier,Fine Arts,UC Irvine,"{'Lecture heavy': 1, ""Skip class? You won't pass."": 1, 'Tough grader': 1}",2.3,N/,3.5
Yi-Zhou Liu,Writing,UC Irvine,{},3.6,N/,3.1
Elizabeth Cauffman,Psychology,UC Irvine,"{'Amazing lectures': 8, 'Amazing lectures ': 1, 'EXTRA CREDIT': 1, 'Get ready to read': 11, 'Gives good feedback': 2, 'Graded by few things': 1, 'Hilarious': 1, 'Inspirational': 1, 'Lecture heavy': 2, 'Participation matters': 1, ""Skip class? You won't pass."": 9, 'TEST HEAVY': 4, 'Test heavy': 4, 'Tough Grader': 4, 'Tough grader': 5}",4.1,48,4.4
Chris Weaver,Writing,UC Irvine,"{'Gives good feedback': 2, 'Respected': 2, 'So many papers': 2}",3.5,0,3.6
Emma Virginia (Ginger) Hill,Art History,UC Irvine,{},4.8,N/,2.5
Andrei M. Shkel,Engineering,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'BEWARE OF POP QUIZZES': 1, 'Beware of pop quizzes': 2, 'Caring': 1, 'Clear grading criteria': 1, 'Get ready to read': 2, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Lots of homework': 2, ""Skip class? You won't pass."": 2, 'Test heavy': 1}",2.4,43,4.1
David Igler,History,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 2, 'Clear grading criteria': 2, 'Get ready to read': 2, 'Gives good feedback': 2, 'Graded by few things': 2}",4.1,100,2.6
Carmen Patricia Tovar,Languages,UC Irvine,"{'Gives good feedback': 1, 'Tests? Not many': 1, 'Would take again': 1}",4.4,N/,3
